customer_id,signup_date,plan,monthly_fee,recency_days,churn
2707,2021-09-23,standard,20.0,30,0
2708,2021-11-13,standard,20.0,189,0
2709,2022-09-01,standard,20.0,18,0
2710,2021-09-26,basic,10.0,166,0
2711,2023-01-19,basic,10.0,169,0
2712,2021-01-30,standard,20.0,178,0
2713,2022-09-04,standard,20.0,48,0
2714,2022-06-14,basic,10.0,36,0
2715,2021-09-24,premium,40.0,42,1
2716,2021-02-19,standard,20.0,2,0
2717,2021-12-30,premium,40.0,113,0
2718,2021-04-06,standard,20.0,32,0
2719,2022-10-05,premium,40.0,4,0
2720,2022-10-16,standard,20.0,130,0
2721,2023-02-17,standard,20.0,185,0
2722,2022-11-19,standard,20.0,148,0
2723,2022-08-08,basic,10.0,35,0
2724,2023-08-03,basic,10.0,125,0
2725,2022-07-22,premium,40.0,112,0
2726,2023-10-01,basic,10.0,55,0
2727,2021-01-21,standard,20.0,123,0
2728,2022-06-25,basic,10.0,133,1
2729,2021-03-14,basic,10.0,81,0
2730,2023-06-21,premium,40.0,104,0
2731,2023-06-10,premium,40.0,194,0
2732,2021-07-16,standard,20.0,183,0
2733,2022-10-31,basic,10.0,85,0
2734,2022-08-15,basic,10.0,174,1
2735,2023-12-10,basic,10.0,27,0
2736,2023-10-12,premium,40.0,114,0
2737,2021-07-17,standard,20.0,43,0
2738,2021-03-12,standard,20.0,158,0
2739,2022-07-15,basic,10.0,126,0
2740,2023-05-15,standard,20.0,121,0
2741,2023-10-25,basic,10.0,86,0
2742,2021-06-26,basic,10.0,72,0
2743,2022-01-10,standard,20.0,89,0
2744,2021-02-17,standard,20.0,112,0
2745,2022-12-31,premium,40.0,21,0
2746,2022-08-11,standard,20.0,3,0
2747,2022-04-18,basic,10.0,184,1
2748,2023-08-14,premium,40.0,116,0
2749,2022-02-04,standard,20.0,13,0
2750,2021-12-31,basic,10.0,104,1
2751,2023-07-18,premium,40.0,87,0
2752,2021-09-07,standard,20.0,114,0
2753,2022-11-07,basic,10.0,72,1
2754,2021-12-09,basic,10.0,102,0
2755,2021-12-29,standard,20.0,89,0
2756,2021-09-06,basic,10.0,96,1
2757,2023-07-10,standard,20.0,90,0
2758,2022-07-22,basic,10.0,134,0
2759,2023-10-02,standard,20.0,5,0
2760,2021-04-27,standard,20.0,53,0
2761,2023-12-15,standard,20.0,68,0
2762,2021-07-15,basic,10.0,128,0
2763,2021-09-07,premium,40.0,116,1
2764,2023-05-03,basic,10.0,46,0
2765,2021-12-06,basic,10.0,94,0
2766,2021-08-30,basic,10.0,136,0
2767,2021-02-02,standard,20.0,84,0
2768,2023-01-06,basic,10.0,47,0
2769,2022-03-29,standard,20.0,107,1
2770,2022-05-06,standard,20.0,98,0
2771,2023-10-01,standard,20.0,109,0
2772,2021-05-02,basic,10.0,111,1
2773,2021-08-22,basic,10.0,196,0
2774,2022-02-03,standard,20.0,36,1
2775,2023-09-01,basic,10.0,75,0
2776,2021-08-27,basic,10.0,59,0
2777,2023-02-18,basic,10.0,136,1
2778,2023-04-25,basic,10.0,138,1
2779,2023-02-05,premium,40.0,74,1
2780,2023-09-10,basic,10.0,57,0
2781,2021-09-27,standard,20.0,32,1
2782,2023-01-24,standard,20.0,183,1
2783,2021-07-06,basic,10.0,186,0
2784,2022-06-28,basic,10.0,121,1
2785,2023-02-13,standard,20.0,68,0
2786,2023-12-02,basic,10.0,167,0
2787,2021-07-31,basic,10.0,150,1
2788,2021-07-31,basic,10.0,0,0
2789,2021-03-01,basic,10.0,19,0
2790,2021-03-30,basic,10.0,101,0
2791,2022-08-31,standard,20.0,2,0
2792,2021-08-22,basic,10.0,166,0
2793,2021-09-22,standard,20.0,140,0
2794,2022-06-18,premium,40.0,134,1
2795,2022-02-07,basic,10.0,105,0
2796,2023-03-26,standard,20.0,12,0
2797,2022-03-04,basic,10.0,184,0
2798,2021-04-16,basic,10.0,144,1
2799,2022-03-08,standard,20.0,61,0
2800,2023-10-29,basic,10.0,36,0
2801,2021-11-26,standard,20.0,29,0
2802,2022-07-01,premium,40.0,26,0
2803,2022-02-14,basic,10.0,113,1
2804,2023-06-03,basic,10.0,145,0
2805,2021-01-10,standard,20.0,148,0
2806,2023-02-05,standard,20.0,160,0
2807,2022-01-30,basic,10.0,115,0
2808,2021-04-09,standard,20.0,38,0
2809,2023-02-09,standard,20.0,86,0
2810,2023-06-24,standard,20.0,8,0
2811,2022-05-26,basic,10.0,16,0
2812,2022-01-06,standard,20.0,64,0
2813,2021-05-12,standard,20.0,133,0
2814,2022-08-22,basic,10.0,144,1
2815,2023-10-10,basic,10.0,115,0
2816,2022-11-14,standard,20.0,85,0
2817,2021-10-29,standard,20.0,2,0
2818,2022-01-14,premium,40.0,80,0
2819,2023-04-04,basic,10.0,158,0
2820,2021-10-05,standard,20.0,162,1
2821,2022-06-29,basic,10.0,136,0
2822,2022-03-26,basic,10.0,76,0
2823,2022-01-07,basic,10.0,112,0
2824,2023-03-13,standard,20.0,137,1
2825,2023-05-14,basic,10.0,125,1
2826,2022-12-16,standard,20.0,80,0
2827,2023-01-26,basic,10.0,23,0
2828,2022-06-21,standard,20.0,154,0
2829,2022-02-24,premium,40.0,186,0
2830,2023-06-12,premium,40.0,73,0
2831,2022-01-15,standard,20.0,141,1
2832,2021-07-31,premium,40.0,55,1
2833,2021-06-28,standard,20.0,64,0
2834,2023-09-02,standard,20.0,117,0
2835,2022-06-03,premium,40.0,193,1
2836,2022-03-10,standard,20.0,134,0
2837,2022-11-06,premium,40.0,50,0
2838,2021-01-24,standard,20.0,136,1
2839,2021-03-12,premium,40.0,93,0
2840,2022-08-09,basic,10.0,66,0
2841,2023-01-06,standard,20.0,53,0
2842,2022-06-02,basic,10.0,185,1
2843,2023-03-07,basic,10.0,77,0
2844,2021-10-26,basic,10.0,170,1
2845,2021-06-29,standard,20.0,84,0
2846,2022-08-09,basic,10.0,32,1
2847,2023-12-20,basic,10.0,26,0
2848,2023-02-06,basic,10.0,24,0
2849,2022-10-14,standard,20.0,3,0
2850,2023-10-22,basic,10.0,75,1
2851,2021-02-17,basic,10.0,175,1
2852,2021-02-08,basic,10.0,127,0
2853,2022-05-08,premium,40.0,81,1
2854,2022-09-29,basic,10.0,80,0
2855,2022-01-10,basic,10.0,155,1
2856,2023-11-21,basic,10.0,198,1
2857,2021-09-18,standard,20.0,145,0
2858,2022-01-15,premium,40.0,98,0
2859,2023-05-07,basic,10.0,90,1
2860,2023-09-27,basic,10.0,136,0
2861,2022-10-02,basic,10.0,133,1
2862,2022-01-04,standard,20.0,36,1
2863,2023-01-05,basic,10.0,62,1
2864,2023-03-19,standard,20.0,113,0
2865,2022-11-25,standard,20.0,157,0
2866,2022-03-25,standard,20.0,86,0
2867,2021-03-22,standard,20.0,54,0
2868,2022-11-28,basic,10.0,145,0
2869,2022-11-22,basic,10.0,187,1
2870,2023-01-04,standard,20.0,75,0
2871,2022-10-28,standard,20.0,113,0
2872,2021-06-07,basic,10.0,86,0
2873,2021-02-17,standard,20.0,1,0
2874,2021-07-20,basic,10.0,75,0
2875,2021-02-13,premium,40.0,18,0
2876,2022-07-19,standard,20.0,146,1
2877,2022-12-27,basic,10.0,71,0
2878,2021-06-24,basic,10.0,137,1
2879,2022-12-15,basic,10.0,22,0
2880,2023-06-27,standard,20.0,55,0
2881,2021-12-01,premium,40.0,35,0
2882,2022-12-07,basic,10.0,142,1
2883,2023-06-08,basic,10.0,20,0
2884,2021-03-29,basic,10.0,95,0
2885,2023-10-28,standard,20.0,24,1
2886,2023-08-06,basic,10.0,116,1
2887,2023-01-03,basic,10.0,126,0
2888,2023-05-26,basic,10.0,47,0
2889,2023-11-03,standard,20.0,181,1
2890,2023-07-31,basic,10.0,45,0
2891,2021-03-27,standard,20.0,149,0
2892,2021-01-07,standard,20.0,26,1
2893,2023-12-01,basic,10.0,11,0
2894,2021-04-16,basic,10.0,25,0
2895,2022-07-25,basic,10.0,84,0
2896,2021-06-16,basic,10.0,197,0
2897,2023-08-12,basic,10.0,27,1
2898,2021-04-05,basic,10.0,154,0
2899,2022-10-26,standard,20.0,36,1
2900,2022-12-11,standard,20.0,184,1
2901,2022-03-09,basic,10.0,13,0
2902,2023-11-19,basic,10.0,138,0
2903,2022-07-26,premium,40.0,106,0
2904,2023-03-09,standard,20.0,151,1
2905,2022-10-07,premium,40.0,110,0
2906,2021-03-09,standard,20.0,40,0
2907,2022-06-22,basic,10.0,123,1
2908,2023-09-10,standard,20.0,39,1
2909,2023-04-10,standard,20.0,168,0
2910,2022-01-11,basic,10.0,40,0
2911,2021-07-02,premium,40.0,196,1
2912,2022-05-24,basic,10.0,113,0
2913,2022-04-20,standard,20.0,28,0
2914,2023-02-26,basic,10.0,113,1
2915,2023-09-03,standard,20.0,132,0
2916,2022-10-07,basic,10.0,29,0
2917,2021-10-05,basic,10.0,60,0
2918,2023-08-12,standard,20.0,67,0
2919,2021-04-20,standard,20.0,142,1
2920,2021-08-04,standard,20.0,158,1
2921,2021-05-31,basic,10.0,56,1
2922,2021-09-06,standard,20.0,109,1
2923,2023-07-15,standard,20.0,24,0
2924,2021-05-29,premium,40.0,82,1
2925,2021-11-21,standard,20.0,81,0
2926,2021-10-05,basic,10.0,187,1
2927,2022-05-31,standard,20.0,183,0
2928,2022-07-21,basic,10.0,134,0
2929,2023-02-19,basic,10.0,149,0
2930,2021-05-04,basic,10.0,180,0
2931,2021-04-16,standard,20.0,96,0
2932,2023-08-21,standard,20.0,1,0
2933,2023-06-20,basic,10.0,40,1
2934,2023-06-07,standard,20.0,151,0
2935,2022-10-30,basic,10.0,56,0
2936,2023-04-19,basic,10.0,85,0
2937,2022-09-23,basic,10.0,139,0
2938,2023-11-14,basic,10.0,93,0
2939,2022-09-20,basic,10.0,178,0
2940,2022-09-07,standard,20.0,7,0
2941,2022-02-09,basic,10.0,49,0
2942,2023-01-29,basic,10.0,107,0
2943,2021-09-04,premium,40.0,51,0
2944,2021-11-05,standard,20.0,171,1
2945,2022-01-25,basic,10.0,198,1
2946,2023-10-02,basic,10.0,139,1
2947,2021-02-04,basic,10.0,175,1
2948,2023-07-18,basic,10.0,110,1
2949,2022-09-18,premium,40.0,169,1
2950,2022-12-05,standard,20.0,48,0
2951,2022-05-29,basic,10.0,187,0
2952,2021-07-31,standard,20.0,98,0
2953,2021-01-25,standard,20.0,197,0
2954,2022-09-29,basic,10.0,165,0
2955,2021-07-18,standard,20.0,46,0
2956,2022-02-01,premium,40.0,69,0
2957,2023-10-23,basic,10.0,110,0
2958,2021-08-08,basic,10.0,71,0
2959,2023-02-05,standard,20.0,126,0
2960,2022-06-08,standard,20.0,53,0
2961,2021-09-19,standard,20.0,193,0
2962,2022-11-18,standard,20.0,111,0
2963,2023-12-14,premium,40.0,136,1
2964,2023-08-17,premium,40.0,31,0
2965,2023-07-15,standard,20.0,33,0
2966,2022-02-25,basic,10.0,152,0
2967,2023-02-08,basic,10.0,144,0
2968,2021-08-04,basic,10.0,170,0
2969,2023-10-31,basic,10.0,173,0
2970,2021-12-01,premium,40.0,101,0
2971,2021-05-04,basic,10.0,151,1
2972,2022-09-20,standard,20.0,18,0
2973,2021-11-25,standard,20.0,20,0
2974,2022-11-19,basic,10.0,195,0
2975,2022-04-10,basic,10.0,94,1
2976,2022-01-02,basic,10.0,97,1
2977,2021-02-10,standard,20.0,195,1
2978,2023-07-10,basic,10.0,41,0
2979,2022-10-14,basic,10.0,164,0
2980,2022-04-09,basic,10.0,142,0
2981,2023-06-28,standard,20.0,99,0
2982,2022-09-05,standard,20.0,19,0
2983,2022-09-26,premium,40.0,19,0
2984,2023-05-30,basic,10.0,153,0
2985,2022-06-17,basic,10.0,167,0
2986,2023-08-27,premium,40.0,68,0
2987,2023-11-19,standard,20.0,88,0
2988,2022-06-02,basic,10.0,32,0
2989,2023-07-02,premium,40.0,6,0
2990,2021-02-04,basic,10.0,27,0
2991,2022-11-02,basic,10.0,14,0
2992,2023-04-08,standard,20.0,83,0
2993,2023-08-04,basic,10.0,147,0
2994,2021-06-26,basic,10.0,78,1
2995,2023-10-23,basic,10.0,50,0
2996,2022-09-29,standard,20.0,91,1
2997,2022-08-09,basic,10.0,54,0
2998,2023-09-07,basic,10.0,184,0
2999,2022-11-29,standard,20.0,152,1
3000,2022-10-29,standard,20.0,192,0
